name,company,city,transaction_total
Jasmine Dunn,Lawrence-Gonzalez,Ericatown,$902.22
Hayden Mitchell MD,Hunter LLC,Marioside,$1493.48
Samantha Robertson,Cox Group,Wolfeview,$788.82
Olivia Walters,Cook; Ware and Wells,Lake Patricia,$505.83
Kevin Wood,Harper; Wallace and Norman,Lake Veronica,$2170.90
Ms. Kimberly Miller,Gilmore; Mcfarland and Warren,North Kristophermouth,$1247.96
Timothy Harris,Walsh; Thomas and Ramirez,Bradleyshire,$18858.04
Kenneth Ingram,Wright-Lara,West Meganhaven,$857.54
Jessica Nielsen,Giles-Sharp,Gomezfort,$2849.32
Tammy Davis,Johnson-Obrien,Amandabury,$254.90
William Blevins,Jones; Moss and Williams,Kathleenview,$600.19
Jessica Kelly,Davis-Knight,Brandonview,$717.83
Austin Hill,Foley; Hernandez and Acosta,Michelleville,$5666.26
Cindy Jones,Morris Group,Barrerastad,$544.80
Christy Torres,Wilson; Peters and Kaiser,Amandafurt,$2402.10
Justin Little,Malone; Roy and Escobar,Hooverville,$1601.26
Corey Carey,Underwood-Roth,Christophermouth,$297.59
Scott Park,Haas Ltd,Taylorchester,$1417.73
Samantha Cruz,Harrison Group,South Leslie,$537.50
James Jackson,Howell; Scott and Dunn,East Jamesbury,$338.53
Barbara Patterson,White-Gregory,East Brittneybury,$6760.60
Alex Hudson,Haynes; Foster and Winters,New Ashleytown,$339.53
Randy Charles,Garner; Washington and Bryant,Michelleside,$707.97
Ms. Kathleen Sanders,Edwards Group,Lake Victoria,$1526.30
Crystal Henry,Flores-Adams,North Shawn,$755.68
Stephen Thomas,Woodard and Sons,Deborahhaven,$1191.49
Ashley Brown,Powell; Atkinson and Sanchez,South Josephstad,$505.93
Christopher Phillips,Bailey PLC,Beardfurt,$516.20
Joseph Garcia,Miles-Ward,Rojasbury,$951.84
Rachel Marsh,Harris Ltd,North Andrewland,$1796.09
Catherine Holmes,Ramirez-Foster,Lake Dennis,$361.50
Kelli Harrison,Collins; Blair and Chandler,Chavezview,$265.08
Steve Dodson,Fisher; Lang and Mendoza,Michaelmouth,$72617.37
Kelly Smith,Arroyo-Ritter,Paulville,$2114.88
Douglas Woodward,Ball PLC,Kristinaton,$250.72
Nicole Wilson,Rivera-Cruz,Donaldsonmouth,$589.98
Michael Hansen,Carlson; Good and Haynes,Bakerburgh,$20541.89
Michael Bush,Valdez; Hogan and Bartlett,Mitchellburgh,$252.39
Fernando Ford,Day and Sons,Lisachester,$855.07
Amanda Long,Wright-Miranda,Lake Mirandaview,$1435.90
Barbara Pineda,Davis; Hebert and Ramos,East Madison,$75721.42
Suzanne Velez,Franklin Ltd,Port Sherry,$208.65
Mr. Henry Price DVM,Edwards-Roy,New Ryanstad,$915.41
Barbara Villanueva,Marshall PLC,West David,$947.38
Wayne Taylor,Novak; Robles and Carpenter,Perkinsmouth,$454.09
Molly Erickson,Hall LLC,Jessicaberg,$147.66
James Hayes,Yoder; Chapman and Mendoza,New Annaland,$1311.20
Keith Burns,Gay; Snow and Scott,Ruthmouth,$332.52
Kevin Martinez,Logan-Weeks,South Kimberly,$786.68
Christine Collier,Downs PLC,Davidchester,$854.83
Danny Browning,Gates-Hill,Lake Tina,$1627.27
Michele Shepard,Reid-Hall,Masseyland,$185.37
Danielle Jefferson,Saunders PLC,Lake Michaelview,$846.93
Anna Peck,White; Krueger and Frank,Moorebury,$143.34
Warren Flores,Leach Ltd,North Benjamin,$1412.26
Courtney Crawford,Brown Group,Nguyenside,$19.90
Wayne Thomas,Eaton Group,Port Dylan,$821.41
Carlos Fisher,Kim; Gibson and Silva,Cherylland,$163.83
Jennifer Hood,Johnson and Sons,Nunezchester,$2213.83
Brittany Rivas,Jones; Butler and Wang,Port Gabriel,$39.92
Roy Ross,Hernandez; Cruz and Garcia,Liuhaven,$34.34
Raymond Wagner,Wallace-Pena,Lake Victortown,$32107.28
Nancy Garcia,Ramsey Ltd,Baldwinside,$80.19
Albert Blair,Obrien; Moore and Bowen,Ramirezmouth,$386.77
Melissa Sanchez,Woodard Ltd,Shannonside,$177.98
Debbie Jackson,Nguyen LLC,New Andrewport,$993.80
Haley Gordon,Medina Ltd,Erictown,$979.46
Carlos Lawrence,Oliver; Gonzales and Dodson,Obrienmouth,$488.43
Lance Schroeder,Parker Group,Port Christina,$317.04
Rebecca Reyes,Robinson Ltd,North William,$1461.59
Debbie Clark,Morgan-Garcia,Shawnville,$456.00
Jacqueline Everett,Wright; George and Martinez,Jamesport,$359.86
Terry Edwards,Robinson Inc,South Angela,$647.83
Kristina Solis,Rice Group,Martinezville,$533.32
Michael Watson,Clements-Jones,Starkton,$1789.60
George Greene,Larson; Olsen and Lang,Allenstad,$626.04
Mr. Walter Lawrence,Lewis; Hardin and Clark,North Kevinburgh,$855.17
Jo Black,Mason-Bond,South Michaelshire,$610.89
Ryan Hill,Stokes LLC,Victoriashire,$579.24
Bryan Hebert,Nguyen-Decker,South Vanessahaven,$1335.79
Kevin Hawkins,Rivera; Rodriguez and Pace,Melissamouth,$925.98
William Weiss,Bernard-Perkins,North Anneton,$59.83
Jennifer Boone,Jennings; Carney and Ramirez,New Joseph,$274.37
Mark Andrade,Mccarty-Parker,New Pamchester,$322.86
Jeanette Martinez,Conner-Carpenter,Traciside,$492.94
Christopher Booth,Singh and Sons,Watersfort,$1162.36
Angela Long,Rios; Aguirre and Steele,Melanieville,$1594.97
Michael Perry,Rose; Brennan and Frank,Bryanfort,$1060.48
Samantha Guerrero,Fuentes; Ayala and Sullivan,Silvaview,$1300.76
Ms. Susan Hall,Myers; Cruz and Barnes,Alanbury,$2770.38
Jaime Scott,Ashley; Bond and Cortez,Gutierrezmouth,$220.11
Kimberly Simpson DDS,Davila Group,North Michele,$1457.15
Destiny Mcbride,Sullivan-Cantrell,Lewisland,$423.56
Ashley Williams,Lamb; Montgomery and Briggs,Paulahaven,$4674.69
Robert Ellison,Huerta-Barber,West Leonard,$285.47
Brett Suarez,Jones; Allen and Rios,Meganfort,$282.47
Sandra Cummings,Brown; Summers and Roberts,New Lisaton,$1052.79
Robert Black,Frye; Harris and Harrison,West Isabelshire,$2268.54
Rose Shaw,Russell; Bell and Beard,Johnland,$7355.27
Roy Ramsey,Beasley-Roberts,Martinchester,$744.87
Daniel Montgomery,Mata Group,Morganfort,$1101.65
James Archer,Wilson; Rodriguez and Garcia,North Michael,$634.96
Kathy Henry,Anderson LLC,West Kennethhaven,$929.53
Misty Hoffman,Jones Ltd,North Mark,$1544.04
Brian Greer,Wood-Wade,East Kristenfurt,$293.97
William Gilmore,Hughes; Barajas and Hart,Stewartmouth,$679.19
Nathan Dunn,Stark; Burton and Hernandez,North Jerry,$430.20
Michael Jimenez,Nelson Inc,North Jesseport,$1488.96
Michael Clark,Cantu; Hudson and Robinson,North Erica,$72.22
Andrew Zamora,Hines; Gilbert and Perry,Hebertfort,$718.19
Anna Donovan,Nguyen Group,Laurahaven,$1655.31
Craig Craig,Oneill-Park,Fordborough,$241.82
Kimberly Jimenez,Allen-Smith,Clarkberg,$1078.09
Michelle Hooper,Williams Ltd,Lake Davidstad,$1495.66
Duane Burke,Adams Inc,North Jorge,$715.85
Andrew Hayes,Nichols LLC,South Tammy,$455.47
Pamela Shannon,Stevenson Group,Port Laurenport,$1464.80
Kendra Stewart,Fernandez Ltd,North Kennethfurt,$1316.17
Steve Carlson,Tapia-Conner,East Rebecca,$1315.47
Kevin Mendez,Rogers-Navarro,Hendersonhaven,$513.44
Janet Wright,Johnson; Torres and Cox,Port Craigton,$156.74
Tracy Phelps,Young PLC,New Janiceton,$909.72
Jeffrey Benitez,Jones; Munoz and Drake,Letown,$1032.91
Christine Wright,Larsen-Liu,East Joshua,$326.00
Jamie Wright,Rogers-Young,Jasminfort,$9970384.35
Brian Mccarty,Calderon; Cruz and Johnson,New Mark,$517.56
Andrew Graham,Cooke PLC,Phyllisville,$304.01
Nicole Elliott,Ramirez; Clark and Turner,Stewartmouth,$755.36
John Banks,Cochran PLC,Mcculloughborough,$430.25
Kimberly Lopez,Davis; Rush and Porter,Burkehaven,$421.32
Christopher Bell,Aguilar-Long,Villarrealport,$760.31
Gary Velez,Joyce LLC,South Gregory,$4496.12
Terry Giles,Adams PLC,North Christine,$1239.21
Joseph James,Owen; Fields and Gaines,Contrerastown,$708.53
Daniel Gardner,Carter-Nguyen,Debrastad,$2576.55
Amber Cowan,Lawrence and Sons,West Mistyshire,$775.08
Jennifer Williams,Gray; Ray and Johnson,Littlefort,$826.31
Lisa Thomas,Chen Inc,West Williamville,$70.76
Dominic Briggs,Rich-Huffman,Petersenstad,$546.02
James Cabrera,Cooper; Banks and Weber,North Mary,$339.36
Devin Taylor,Hughes-Evans,North Chadton,$764.88
Sharon Swanson,Leonard; Carter and Fisher,Jonesside,$5398.45
Patty Boyd,Ruiz LLC,West Martinland,$794.65
Yvonne Alexander,Hendrix; Jones and Silva,Lake Clayton,$957.80
Juan Ramsey,White-Jones,North Jeffreyfort,$710.30
Joel Smith,Johnson-Richards,South Michael,$75457.05
Carol Garza,Garrison-Hatfield,Stacyshire,$1244.65
Beth Tran,Watson and Sons,New Jenniferport,$1297.59
Thomas Cordova,Martinez Group,Port Stephanie,$40.37
Michelle Bond,Randall; Cooper and Moran,Madisonmouth,$847.15
April White,Beck; Silva and Smith,Lopezside,$567.16
Eric Liu,Patton-Schmidt,Shannonshire,$874.85
Kenneth Duffy,Dean-Coleman,Washingtonborough,$648.61
Jason Brown,Keith; Phelps and Stewart,Anthonychester,$799.28
Sarah Merritt,Fry; Jones and Lee,Williamside,$701.89
Alicia Montoya,Taylor Ltd,Abbotthaven,$522.14
William Morse,Campbell-Nunez,Rebeccaside,$1310.12
William Fuentes,Perry; Sexton and Porter,New Michaelland,$936.30
Stephanie Beck,Diaz Ltd,North Martintown,$594.68
Joseph Kelly,Ingram-Miller,West Jay,$552.99
Alexis Nguyen,Mata-Powell,Lake Victoriaberg,$1435.58
Troy Smith,Peters LLC,Floreston,$949.73
Vanessa Riley,Williams-Robinson,Port Jacobshire,$56.17
Jasmine Powell,Day PLC,Lake Jonathanmouth,$880.57
Christopher Moore,Davis Group,Guerreroton,$1208.55
Matthew Edwards,Jackson; Hansen and Brown,Bradmouth,$546.66
Lawrence Williams,Myers; Thomas and Rasmussen,Jacobshire,$1071.90
David Alvarado,Henderson-Charles,Odonnellland,$633.20
Allen Johnson,Smith PLC,Lake Tammy,$146237.88
James Cruz,Mccall and Sons,Dianashire,$947.23
Shelly Malone,Cunningham LLC,Bradleyhaven,$382.50
Joseph Perez,Wong-Goodman,Kennedytown,$2060.88
Matthew Hill,Lloyd; Smith and Robinson,Lowemouth,$1712.36
Nicole Franklin,Vazquez Inc,South Sandra,$425.29
Wendy Wright,Lambert Ltd,Lake Lauriemouth,$2753.60
David Henry,Hancock-Norris,Leehaven,$57.44
Nicholas Davis,Moore; Oneill and Ferguson,Lake Robert,$661.82
Olivia Dawson,Gilmore PLC,South Daniellestad,$1297.43
Karen Schwartz,Matthews; Morrow and Hall,Victoriatown,$612.27
Todd Macdonald,Richardson Inc,Lamberttown,$454.85
Monica Bell,Martinez Group,North Jenniferhaven,$276.59
Kristopher Smith,Thompson; Griffin and Ferguson,Lake Jon,$405.00
Shelby Duarte,Jacobs PLC,North Jacob,$667.32
Angela Berry,Robinson-Crawford,South Carlamouth,$841.87
Austin Williams,Boyd Ltd,Espinozahaven,$9487.04
Ryan Evans,Johnson; Krueger and Gross,Adamsport,$1372.99
Diane Williams,Raymond; Hernandez and Nelson,Barryville,$1412.94
Michael Casey,Armstrong-Lawson,Lake Mary,$838.34
Juan Thomas,Castro Group,West Adrienne,$85.81
Jared Miranda,Adams-Moreno,Zavalaside,$128.06
Joshua Bennett,Martinez Ltd,East Jessica,$2823.03
Kevin Hickman,Perez Ltd,Karenmouth,$250.29
Hailey Shaffer,Mcdaniel LLC,Heathertown,$746.03
Warren Hicks,Ortiz-Davis,Jeannechester,$649.90
Manuel Craig,Johnston; Weaver and May,Shirleyview,$1664.56
Anthony Gibson,Jackson LLC,North Mary,$1386.06
John Rush,Arias; Turner and Hodges,North Brandonville,$450.40
Jennifer Brewer,Hansen LLC,Martinburgh,$993.75
Lisa Flores,White-Perez,Port Lucas,$940.98
Peter Floyd,Hood; Gray and Griffith,Morriston,$124.60
Madeline Davis,Moore; Powell and Webb,Lynnville,$2817.97
Melanie Griffin,Jacobson Ltd,Lake Heidishire,$299.74
Samantha Lewis,Mckee PLC,Ryanbury,$853.97
Alexis Rodriguez,Gilbert-Nguyen,New Michael,$6419.25
Jo Williams,Ramsey-Hooper,Harrisview,$279.93
Tammy Hernandez,Mcdonald PLC,Nelsonchester,$640.82
Julia Sharp,Tyler; Moore and Norman,Thomasfort,$1185.68
Cody Bryant,Lopez; Lopez and Chang,East Christy,$995.02
John Spencer,Anderson; Finley and James,Sharpport,$2032.27
Carlos Frank,Medina Inc,East Justin,$1157.62
Jared Miller,Maldonado LLC,Lake Kurtshire,$1486.31
Daniel Castro,Pierce-Joyce,New Crystal,$2110.40
Bradley Brock,Williams Ltd,Jamesmouth,$283.08
Craig Rios,Murray PLC,Sandramouth,$1190.21
Victoria Hernandez,Green LLC,South Leeville,$9243656.84
Matthew Ellis,Malone LLC,Lake Robert,$817.88
Leah White,Moyer and Sons,Caldwellchester,$1220.52
Brooke Edwards,Harris-Coleman,New Nicole,$8309.41
Robert Floyd,Evans; Pennington and Martinez,Kristenstad,$926.71
Ryan Taylor,Weber Ltd,Calderonview,$520.22
Cheyenne Cervantes,Rodriguez Inc,North Christopher,$561.53
Crystal Bond,Gilbert; Combs and Frazier,Kennedyberg,$741.01
Rachel Stevens,House Group,Howardville,$925.17
Michelle Sutton,Arnold-Yoder,Coxchester,$829.15
Billy Foster,Fisher; Cox and Smith,Eileenbury,$2437.16
Austin Young,Miller; Castaneda and Banks,New Megan,$885.05
Dr. Christina Burnett,Perry; Campbell and Bruce,West Kaylahaven,$75.45
Eric Rodriguez,Ramos-Gonzalez,Lake Monica,$552.51
Paul Hudson,Delgado-Gibson,Lake Kimberly,$1111.20
Lauren Stevens,Wong-Gonzales,Lake Timothy,$486.50
Emily Bruce,Gonzalez; Miranda and Blake,New Adammouth,$106.62
Gregory Hardy,Cobb; Rowe and Hood,Whitneytown,$1861.09
April Chandler,Wallace; Mccarty and Dean,Johnsontown,$700.33
Beverly Valdez,Cox-Brown,East Jameschester,$2424.12
Kristen Williams,Garcia-Brooks,South Susan,$3738.51
Robert Ritter,King Ltd,South Rachel,$393.85
Nicole Espinoza,Todd LLC,New Rebeccamouth,$323.92
Allen Bass,Oliver; Washington and Nguyen,Lake Rodneyberg,$776.07
Roy Hicks,Singh-Johnson,New Roberto,$2042.67
Brittney Walters,Park Ltd,Port Stephenville,$37.41
Victoria Green,Stokes LLC,Robertsfort,$1080.40
Michael Shelton,Roberts Group,Bradyfurt,$107.21
Jose Frost,Stewart PLC,Lake Kennethstad,$444.43
Brett Riggs,Reed LLC,Melissaton,$65458.53
Mrs. Karen White,Ramsey; Hill and Weaver,Zacharyborough,$2520.98
Melissa Kent,Rodgers-Martinez,Abigailbury,$1329.03
Jennifer Leach,Perez-Freeman,Davidton,$471.73
Ashley Anderson,Cooper; Martinez and Hale,Michellestad,$2309.24
Ryan Ramirez,Kemp-Perez,Port Anthony,$99691.26
Ivan Collins,Fields Ltd,Lake Brianastad,$224.09
Shannon Pierce,Collier; Williams and Moreno,Port Benjaminshire,$70.86
Candace Greene,Jordan Inc,Marshallburgh,$37.85
Rebecca Hayes,Hale Group,East Laura,$995.24
Misty Tran,Wood-Fleming,Port Robertbury,$486.18
Jeffrey Morris,Mcclure-Romero,Port Andrew,$1981.52
Katie Smith,Shaw PLC,Jeffersonborough,$504.41
Jessica Webster DDS,Velez LLC,Lake Zachary,$687.43
Joseph Hunt,Moody-Mcclain,New Carrieland,$1433.31
William Mcdaniel,Martin; Gibson and Arnold,New Stanley,$988.89
Valerie Nelson,Choi; Vincent and Garner,Robertmouth,$1610.08
Kenneth Ramirez,Oconnor-Hubbard,Port Anna,$689.89
Sandra Moore,Gray Inc,South Michael,$835.30
Julie Spencer,Pineda-Robbins,Port Melissa,$35864.05
Eugene Manning,Hughes-Wilson,Port Christine,$658.38
Brooke Dixon,Gates; Mcknight and Johnson,Charlesport,$885.71
Kimberly Walker MD,Daugherty-Miller,Brendastad,$1390.05
Marcus Booth,Dougherty; Mitchell and Knox,South Nicoleburgh,$581.57
Jessica Jackson,Hernandez-Pierce,North Catherinemouth,$1456.53
Julie Wu,Cook; Phelps and Little,Smithmouth,$2134.57
Cory Kline,Henry Inc,East Kenneth,$498.48
Shari Lee,Juarez LLC,East Emily,$1372.27
Eugene Ford,Contreras; Johnson and Hill,New Jenniferstad,$1226.50
Dale Eaton,Brown Group,Farmerbury,$636.10
Jose Dunn,Cohen Inc,Port Jonathanland,$233.00
Jonathan Hernandez,Chan Inc,Robinsonfort,$3303.39
Martin Watts,Ruiz; Rogers and Green,South Meagan,$1438.81
Dennis Reyes,Morgan Ltd,Melanieberg,$20.76
Adam Brewer,Garcia; Morgan and Yang,Ryanshire,$502.00
Haley Boyd,Williams Inc,Jenniferland,$502.78
Jennifer Harris,Young; Barnes and Jones,Fosterchester,$1415.16
Rachel Wilson,Robertson; Cole and Brown,West Jennifer,$162.37
Mitchell Hunt,Johnson Group,North Justin,$514.18
Scott Adams,Sanchez-Carter,Carrilloland,$739.52
Lisa Watts,Copeland; Copeland and Thompson,Harriston,$8137.66
Paul Page,Charles-Nelson,South Maryhaven,$877.71
Lydia Patterson,Hall; Thomas and George,South Tammy,$637.68
Karen Huff,Perez; Joseph and George,East Gabrielle,$1251.90
Sarah Jones,Sloan; Ingram and Ramos,Camposberg,$1982.92
Kimberly Becker,Walker-Mcdonald,Port Eric,$1156.55
Sara Vasquez,Nelson-Baker,Johnsonport,$457.05
Mr. Eddie Wade,Miller; Lucas and Garcia,West Natasha,$1319.30
Michael Simmons,Trevino-Taylor,South Anthonyshire,$438.80
Sarah Ray,Chen; Quinn and Hess,New Deborahton,$1516.25
Richard Brown,Ramirez Ltd,Foleyburgh,$1549.17
Janice Rowland,Nguyen-Baker,New Antonioborough,$6449.35
Edward Delgado,Gonzalez-Adams,Marquezbury,$128.15
Sharon Cross,Hunter-Olson,Garciamouth,$552.64
Adam Crawford,Davenport-Smith,Port Jennifermouth,$715.12
Amber Miller,Green; Warner and Rodriguez,North Paulfurt,$398.10
Tina Fleming,Tanner; King and Jones,West Jamesland,$125.99
Nicholas Wells,Lynch; Garrison and Taylor,Caitlyntown,$851.93
Ariana Smith,Turner Group,Richardsonchester,$1352.68
Karen Matthews,Dyer; Martinez and Webb,Morganmouth,$508.27
Beverly Brown,Maxwell-Sutton,West Stephenfurt,$2766.61
Stacy Jones,Vance; Mccormick and Mcgee,New Kristy,$666.04
Brandon Cervantes,Henderson-Byrd,Smithmouth,$1536.39
Bryan Olsen,Dawson; Dunn and Simmons,East Stacy,$2725.31
Alexander Richards,Hill PLC,Lake Bradyview,$991.83
Jamie Davis,Mccormick Group,Port Brittanyborough,$27.00
Heather Williams,Gonzalez PLC,Deniseside,$531.60
Justin Bailey,Morrison PLC,Port Jake,$483.78
Daniel Morris,Cantu; Small and Rubio,Foxland,$1879.01
Jeffrey Lee,Rosales; Alexander and Lindsey,Jonesshire,$521.54
Katie Mercer,Moore and Sons,Samanthastad,$2585.34
Michael Cooke,Long-Conley,Vegaview,$1567.14
Paula Holder,Caldwell-Burton,North Kathleenmouth,$62.18
Rebecca Williams,Foster; Harper and Miller,Bellland,$1600.66
Maria Bond,Gray Inc,Codymouth,$1387.66
Lori Green,Adams Inc,Donaldmouth,$1128.36
Annette Mullen,Russell PLC,Hallside,$942.16
Gavin Holt,Gutierrez LLC,South Jennifer,$85754.90
Julia Reeves,Colon; Santiago and Morris,South Shannon,$412.32
Amy Santiago,Williams-Miller,North Amanda,$573.84
Christina Butler,Mcknight Ltd,East Joshuabury,$957.83
Cole Duncan,Bowman Inc,North Christopher,$1044.13
Anthony King,Mercer Group,North Nicoleville,$757.88
Thomas Rodriguez,Phillips-Burton,Carolynborough,$7061.89
Jacob Robinson,Nichols Inc,New Jamietown,$431.32
Elizabeth Rich,Miller-Hill,Susanborough,$1233.98
Christopher Gutierrez,Hall; Wright and Lynch,Port Christineshire,$486.73
Arthur Hendricks,Huffman-Pittman,South Codyborough,$593.13
Mark Chen,Norton; Wallace and Mcdowell,Smithbury,$631.92
Tracy Rosario,Thomas; Wilson and Brown,West Donna,$1668.70
Craig Fuller,Tran-Martinez,Andersonbury,$172.42
Jonathan Hanson,Tyler; Rodriguez and Martinez,Lake Traci,$1038.65
Matthew Barnes,Frost-Adkins,Timothyview,$6242.75
Kristopher Hoffman,Chang-Mcdonald,Dayland,$708.84
Eric Knapp,Lane Inc,West Brianna,$442.33
Victoria Hendrix,Brooks; Henry and Ryan,Micheleville,$4203297.33
Jennifer Rodriguez,Mosley-Harris,New Andrew,$2840.01
Wendy Smith,Thomas-Rowe,Janetside,$359.28
Judy Brown,Pittman Ltd,Christopherfurt,$624.39
Crystal King,Savage PLC,East Janetport,$942.63
John Hansen,Thomas LLC,Townsendmouth,$1231.50
Lisa Davis,Taylor; Weber and Morrow,Lake Jessicaport,$1022.77
Cory Jones,Barron Group,Alanberg,$906.29
Linda Dodson,Smith; Thompson and Ponce,Joshuaside,$2875.84
Jillian Jones,Cooper; Jones and Anderson,South Trevor,$71.67
Frank Meadows,Adams-Carpenter,Mollyport,$1940.06
Michael Sanders,Randall PLC,Bradleyburgh,$18.37
Cole Roth,Green Inc,West Christian,$486.45
Stacy Riley,Frazier LLC,Matthewbury,$87235.67
Brittany Garza,Garcia LLC,Port Mitchellmouth,$197.38
Michael Doyle,Mendoza-Williams,West Robert,$1109.73
James Obrien,Kelly Inc,Brendaton,$1514.63
Cody Hall,Stevens-Molina,Port Shannon,$1343.43
Johnny Delgado,Collins-Clay,South Samantha,$406.53
Fernando Miller,Lopez-Griffin,Port Jeremychester,$595.85
Shane Rodriguez,King-Hernandez,North Craigburgh,$238.00
Alexander Conrad,Baker Ltd,New Judy,$157.89
Jacob Rojas,Marshall and Sons,Wallaceborough,$2674.73
Morgan Anderson,King-Moore,Mannborough,$956.56
Raymond Palmer,Castro-Scott,West Lori,$1120.57
Alicia Baker,Johnson; Rhodes and Griffin,Caseyborough,$36.82
Mark Thompson,Glass; Vazquez and Shepherd,Lake Robertberg,$2612.09
Curtis Moore,Collins-Jones,New Daniel,$2035.58
Andrea Zimmerman,Carpenter-Williams,East Adrianberg,$7649.74
April Welch,Gutierrez Ltd,West Thomaschester,$374.90
Tiffany Dawson DVM,Schultz-Mills,New Carolynview,$631.50
Alexis Roy,Ross PLC,Ingrambury,$581.12
Jasmine Sellers,Russell-Guzman,Adamsborough,$1423.90
Gabriel Wilson,Greene Group,Elizabethmouth,$358.22
Marcus Leonard,Bowen Inc,Kylefort,$1321.53
Lee Ruiz,Gomez and Sons,Jessicabury,$1199.73
Dr. William Simmons Jr.,Barr-Kirby,East Williamberg,$849.04
Wesley Mann,Cole; Randall and Williams,South Heatherhaven,$56.83
William Perez,Ramsey LLC,New Julieton,$640.57
Christopher Jones,Valencia-Day,South John,$781.36
Brian Jones,Smith Inc,East Raymond,$339.98
Victor Leach,Miller; Garcia and Jensen,Rodriguezport,$519.61
Mitchell Clark,Miller-Brown,Perezton,$1366.11
James Alexander,Anderson and Sons,West Betty,$846.57
Melissa Ford,Vargas Ltd,Flowersfort,$1499.98
Mary Carr,Weiss Inc,North Richardton,$222.39
Jose Rowe,Hodges; Rivera and Schultz,Sotoberg,$551.04
Kenneth King,Mendoza; Lopez and Reilly,Ryanshire,$1484.68
Jennifer Castro,Villarreal Ltd,North Caroline,$793.48
Christina Wilson,Simpson Inc,Thomasshire,$830.14
Jeffrey Taylor,Stafford LLC,Clayshire,$4950.92
Melissa Stevens,Webb; Snow and Sutton,West Kennethbury,$565.29
Kevin Hogan,Porter LLC,Kristinafurt,$734.79
Cameron Lee,Allison Group,Lake Justin,$551.55
Michael Mckenzie,Garcia Group,Port Jasonland,$1297.29
Carrie Foster,Paul and Sons,Keithborough,$7212299.02
Jacob Hendrix,Hunter-Martinez,New Stephen,$721.87
Jessica Mendez,Hall; Taylor and Calhoun,Lake Thomasborough,$383.80
Charles Williams,Sullivan Ltd,South Glennmouth,$874.59
Nancy Mosley,Crawford; Chen and Manning,New Randy,$1485.37
Jeffrey Gibson,Smith-Lee,Bradfordport,$841.77
Whitney Peterson,Mcintyre; Robinson and Myers,Johnburgh,$210.40
Jessica Bradshaw,Larson Inc,Mannmouth,$542.52
Diana Herrera,Simpson Group,North Melissabury,$967.38
Jason Huber,Mccoy Ltd,Amyfort,$959.81
William Lam,Bridges-Singleton,New William,$67.15
Gregory Johnson,Cantu; Cooley and Perez,Jacobston,$597.51
Dr. Ellen Johnson,Pace-Johnson,Matthewsview,$328.41
Rachel Burnett,Bennett PLC,Lake Michael,$1778.06
James Allen,Peck; Flores and Olsen,Lake William,$1093.50
Timothy Sandoval,Foster; Rollins and Diaz,South Michael,$493.67
Benjamin Gonzalez,Lara Ltd,Georgestad,$469.83
Randy Chapman,Klein; Adams and Yates,Port Barbara,$1080.39
Mr. Robert Cox,Martinez-Gordon,Williamschester,$1338.50
Chase David,Griffith-Reynolds,New Anthony,$477.63
Tonya Scott,Cook; Carr and Lawrence,New Brianhaven,$2283.57
Emily Hernandez,Le; Thomas and Montgomery,Lake Sethchester,$540.30
Crystal Orr,Lowery PLC,Rebekahborough,$949.66
Jennifer Stout,Adams; Adkins and Lowe,New David,$946.92
Danny Yoder,Johnson PLC,Lake Anna,$693.25
Christopher Gonzalez,Hebert; Oliver and Miller,Port Donald,$108.45
Ashley Duarte,Gomez-Ramos,West Katie,$1567.86
Elizabeth Johns,Lewis and Sons,Smithberg,$73.42
Julie Barnes,Bass-Burnett,Wileyborough,$445.88
Alicia Gonzales,Kim-Ellis,Nelsonshire,$1620.10
Caitlin Santos,Dominguez-Garcia,Hudsonville,$851.62
Deanna Beasley,Huang PLC,North Maria,$574.58
Robert Page,Lewis and Sons,Port Annetteport,$263.84
Katrina Johnson,Short-Mcclain,West Stephaniehaven,$49260.59
Jonathan Dixon,Horn Group,New Chelsey,$900.96
Alexandra Hudson,Kirby and Sons,North Kevinfurt,$772.26
Nicholas Davis,Robinson Inc,Frostview,$328.95
Melissa Nichols,Becker-Bryant,Randallfort,$348.62
Christopher Marquez,Morris-Davenport,Johnsonview,$452.61
Lauren Gilbert,Zuniga LLC,Mitchellberg,$486.52
John Thompson,Khan PLC,Port Rachaelburgh,$436.92
Cynthia Ray,Smith Group,Nunezside,$154.93
Miranda Floyd,Thomas PLC,Lake Chad,$12.95
Harry Johnson,Lewis; Schultz and Sanders,East Bradleyton,$342.17
Patrick Lester,Reynolds PLC,Hutchinsonberg,$173.48
Rachel Macdonald,Mckinney and Sons,Edwardport,$1864.47
Jeffrey French,Mitchell LLC,Leachmouth,$86.74
Jordan Larson,Glenn; Andrews and Gonzalez,Port Donald,$644.95
Susan Dixon,Price-Palmer,Hunterborough,$409.29
Kathy Acosta,Warner-Schwartz,Janeborough,$1068.08
Lindsay Snyder,Yates-Sullivan,North Matthewchester,$145.47
Tanner Kaufman,Johnson-Rodriguez,Carterburgh,$1548.54
Jessica Washington,Garner Ltd,Tommybury,$1638.89
Margaret Holden,Clayton-Mcclure,North Benjamin,$171.32
Raymond Brown,Alexander; Ramirez and Bell,Lake Brandonland,$9945983.50
John Wilson,Blanchard; King and Donovan,Dennisshire,$368.39
Walter Lozano,Hoover; Armstrong and Fry,Danielland,$148.79
Barbara Burke,Rodriguez PLC,Lake Anneshire,$293.39
