name,company,city,transaction_total
Kevin Novak,Hicks; Short and Avery,South John,$1961.46
Joshua Lee,Stone; Anderson and Ramos,Mcdonaldport,$8289578.38
Sylvia Kennedy,Graham-Hicks,Port Sarahfurt,$966.82
Cassandra Lee,West-Collins,East Heather,$298.38
Matthew Harrington,Walker-Young,Owensfurt,$685.59
Cody Martin,Webb Inc,South Christopher,$43.53
Russell Robinson,Conrad; Cook and Pena,Leslieborough,$227.46
Christopher Norman,Mccall-Sheppard,Kellybury,$563.14
Kelly Turner,Jenkins; Herrera and Thomas,Lake Donald,$2620.50
Troy Farmer,Bailey-Anderson,West Lisaburgh,$345.97
David Cook,Patterson Group,North Matthewmouth,$1928.81
Suzanne Shepard,Casey-Wu,Navarrohaven,$601.19
Stephen Padilla,Schwartz LLC,New Meagan,$875.12
Kaitlyn Allen,Stout; Reyes and Jones,East Nancyhaven,$43.55
Emily Mcneil,Rodriguez Ltd,South Shawn,$1898.45
Timothy Bailey,Hawkins; Allen and Davila,Gomezview,$642.59
Karen Paul,Quinn; Williams and Shaw,Karenfurt,$426.00
Mary Hanna,Allen-Collins,Scottport,$1461.70
Dawn Hicks,Phillips-Huff,Ramirezbury,$738.46
Laura Thompson,Guzman and Sons,Erinbury,$964.94
Robert Taylor,Roach; Davis and Mays,Martintown,$392.05
Katherine Aguilar,Watkins; Dunlap and Burke,Pearsonchester,$163.60
Danielle Gonzalez,Saunders Ltd,Choishire,$431.79
David Koch,Andrews; Coffey and Owens,Smithview,$689.79
Alison Mitchell,Hoover LLC,Laurahaven,$7864146.25
Barry Thomas,Riley Ltd,Robertland,$710.81
Dennis Martinez,Wu and Sons,Thomashaven,$160.87
Joshua Harding,Mckee-Roth,New Angel,$116.40
Paige Miller,Holt-Martinez,South James,$601.40
Allison Kelly,Walker PLC,South Denise,$1852.81
Matthew Bowen,Cantrell-Schroeder,Williammouth,$785.42
Robin Perez,Davis-Neal,West Karenbury,$2384.61
Derek Brown,Brown Inc,Samanthaville,$517.24
Marc Goodman,Miranda and Sons,Boltonport,$1958.34
Pamela Jones,Cruz; Henderson and Miller,South Tiffanystad,$267418.36
Angel Cabrera,Howard; Garcia and Lynn,East Robertshire,$1024.18
Paul Cummings,Andrews-Williams,Danielburgh,$6633.11
Mark Taylor,Waters-Davis,Russellton,$696.24
Vanessa Taylor,Bell-Jackson,Lake William,$887.19
Dawn Snyder,Patterson; Davis and Rodriguez,Frankville,$432.05
Matthew Crosby,Garcia; Moore and Francis,West Jonathan,$5744191.11
Jennifer Daniels,Monroe-Howard,Crawfordtown,$192.30
Amy Wilson,Espinoza; Harrison and Johnson,New Nathanielshire,$840.27
Andrew Lucas,Kaiser-Oconnor,Lake Rebecca,$796.90
Christina Hamilton,Greene-Fry,Rivasview,$30.28
Angela Smith,Ross; Ellis and Oneill,East Andre,$7501.64
Jennifer Carr,Perez; Rich and Maldonado,North Thomas,$671.95
Justin Marshall,Ali-Brock,North Christopherfurt,$564.76
Donna King,Hernandez; Alexander and Hutchinson,Danielleshire,$759.35
Katelyn Wood,Hunter; Roberts and Rodriguez,Dianeside,$663.53
Steven Schroeder,Jenkins-Bridges,South Rebeccaburgh,$558.34
Tammy Richardson,Parks; Padilla and Rogers,New Emily,$49.74
Sarah Walsh,Duran Inc,Whitneyhaven,$133.95
Michael Jackson,Roy Group,Melissastad,$1338.49
William Gonzalez,Johnson PLC,East Vincentport,$1574.40
Michael Wallace,Taylor-Marshall,Port Michael,$612.16
Dr. Mark Ware PhD,Russell; Hicks and Shepard,Gloverburgh,$821.46
Gloria Colon,Hall; Wilcox and Hall,Joshuaside,$1374.79
Danielle Henderson,Rose PLC,Lopezborough,$309.17
Laura Patton,Clark-Baldwin,Lake Melissa,$1146.37
Richard Bryan,Newton; Perez and Lindsey,Bryantchester,$67.52
Mrs. Krista Adams,Delacruz; Nichols and Lopez,Port Tanya,$2082.47
Jessica Johnson,Weber Group,New Johnburgh,$445.93
James Dyer,Hernandez-Lee,South Christopher,$1618.31
Maria Stephens,Young; Reese and Wilkins,Christopherside,$764.92
Mark Morse,Reed; Walker and Booth,Jasonmouth,$2129.06
Todd Black,Pittman Group,South Lauraton,$78108.22
Debra Jackson,Castillo-Hess,Bellburgh,$9768613.49
Amy Kelly,Kaufman Group,Hubbardfort,$76.59
Megan Chase,Alexander-Lee,West Jenniferbury,$130.88
Melinda Harrison,Weiss and Sons,South Nathanmouth,$209.25
Emily Harris,Gonzalez-Estrada,New Jason,$686.50
Andrea Williams,Wilcox-Webb,Adamsstad,$408.34
Robert Vaughn,Brennan-Osborne,New Laura,$377.93
Timothy Ward,Johnson; Gonzalez and Turner,Michaelton,$860.16
Bianca Jones,Mercer-Patterson,Hernandezbury,$840.69
Michael White,Wagner-Fisher,New Sarah,$556.19
David Wu,Burns-Kerr,New Emilystad,$1461.93
Michelle Daniels MD,Rodriguez Group,Gutierrezland,$26.85
Megan Lopez,Simmons; Williams and Robles,North Nancy,$4573.45
Andrew Henderson,Burnett LLC,Harrisland,$1398.23
David Harris,Nelson; Clay and Torres,Hamiltontown,$149.29
Ashley Navarro,Thomas-Mccoy,Rhondashire,$2199.55
Mrs. Sabrina Evans,Pruitt and Sons,East Jessica,$56.27
Christopher Johnston,Delacruz-Nelson,North Joshuaburgh,$4743.80
Brenda Wright,Gonzalez; Patterson and Rich,Landryhaven,$4090.69
Omar Rodriguez,Farrell Group,North Juliantown,$945.52
Tammy Olson,Goodwin-Leonard,Morrisstad,$524.82
Lawrence Rollins,Holmes Ltd,North Tiffanychester,$594.53
Michelle Phillips,Howell Inc,Michaelchester,$1575.85
Susan Lindsey,Snow; Ferrell and Meyer,Port Jasonland,$845.60
Gregg Green,Murray PLC,Katiefurt,$492.60
Caroline Fox,Roberts; Ross and Hicks,West Michelle,$228.60
Samantha Gibson,Nguyen PLC,Davidfurt,$184.76
Natalie Henderson,Lopez-Bishop,Jasontown,$678.52
Mindy Duncan,Harris-Roach,South Maryfort,$911.94
Brittany Morrison,Brown; Gonzalez and Shelton,Gregoryberg,$4799378.13
Jacob Gomez,Miller; Robinson and Delgado,Williamshire,$524.10
Samantha Gilbert,Palmer Group,Markside,$270.97
Charles Johnson,Mahoney and Sons,Audreymouth,$205.81
Henry Randall,Armstrong; Torres and Johnson,Kevinchester,$52564.85
John Summers,Lee; Wright and Ortiz,Lake Johnchester,$278.73
David Coleman,Martinez-Burnett,Dustinshire,$135.80
James Anderson,Sullivan; Jenkins and Cole,Collinsmouth,$2598.61
Jason Simmons,Davis-Bennett,Joseside,$1341.30
Sarah Mendez,Le Group,Gregorymouth,$3749.82
Heather Alvarado,Moore-Lara,Emilyside,$97.09
Michelle Richardson,Green; Cisneros and Christian,West Steven,$76.52
Samuel Cunningham,Rogers-Owens,Madisonstad,$435.60
Kimberly Matthews,Hawkins and Sons,North Michael,$595.83
Alexander Calderon,Clark-Stokes,Luiston,$158.15
Michael James,Hanna-Smith,Buckleyville,$71.70
Nathan Johnson,Daniels; Dean and Harrison,North Michelleshire,$578.29
Ashley Brown,Green PLC,Pittmanland,$831.13
Jennifer Navarro,Davies Group,New Billy,$146.98
Larry Perez,Douglas Ltd,New Haley,$1523.32
Alec Elliott,Smith Group,Karenburgh,$1625.84
Carmen Williams,Jones-Martinez,New James,$785.73
Amber Schmitt,Lindsey-Reed,New Debbieton,$1203.36
David Marquez,Reeves; Adams and Clark,Grayland,$683.08
Timothy Long,Hoover; Hamilton and Anderson,Morenoland,$795.23
Jennifer Davis,Doyle Inc,East Katelynton,$642.68
Lori Dennis,Torres PLC,Salasville,$299.26
Patty Lopez,Murillo and Sons,North Marie,$37.12
Amy Jordan,Bennett Ltd,Jonesmouth,$930.72
Denise Barrett,Gilmore-Arnold,South Chelsea,$1139.88
Janice White,Evans-Davis,New Jennifer,$1405.11
Christina King,Wagner-Arnold,West Jonathan,$775.47
Darlene Graham,Coleman; Gray and Vaughn,Hannahmouth,$829.39
Jacob George,Lindsey; Allen and Carter,New Nathanburgh,$12043.69
Anthony Powell,Chambers-Collins,West Virginia,$1938.88
Michael Powell,Wright PLC,Katherineberg,$74.72
Amanda Coleman,Mueller LLC,Jamesview,$287.11
Meghan Walker,Bridges and Sons,Jonathanfort,$1038.02
Andrew Finley,Morgan; Thompson and Scott,Santanabury,$1252.28
Alison Conner,Gonzalez and Sons,Jamesshire,$2708.73
Mary Flores,White-Romero,Lindatown,$1775.24
Justin Lewis,Price Ltd,Edwardville,$446.24
Rebecca Moyer,Ball-Tapia,Delacruzshire,$1700.64
Melissa Anderson,Turner; Cordova and Grimes,Thompsonmouth,$428.01
Maria Collins,Gaines; Young and Mcconnell,Stevehaven,$528.23
Andrew Donovan,Harrison; Jefferson and Williams,East Walterville,$1464.76
Kevin Smith,Williams; Davis and Brooks,Marioport,$832.41
Jeremy Anderson,Hays-West,Millerport,$9134.44
Edward Torres,Rosario PLC,Petersonberg,$2211.36
Jordan Figueroa,Lynch; Ramirez and Fisher,Boothbury,$375.56
Brooke Garcia,Cortez; Jackson and Sherman,South Kellieburgh,$2038.81
Jon Williamson,Mills-Ochoa,South Kristaburgh,$479.77
Bradley Wilson,Owens PLC,Port Lisahaven,$1361.02
Tracy Brown,Cain LLC,Lake Michaelmouth,$2455.36
Gilbert Lam,Barnes LLC,Port Thomas,$914.54
Kelly Murphy,Owens; Jackson and Rogers,North Jesseview,$1097.05
Connor Martinez,George; Grant and Patterson,West David,$1713147.29
Hailey Kennedy,Perez-Perez,Lake Allison,$2024.48
Jeanne Martin,Ramirez PLC,Fosterburgh,$471.73
Frank Diaz,Scott-Goodman,Lake Aliciachester,$70.39
David Warner,Hess; Kim and Wheeler,New Michelleland,$535.90
Travis Castillo,Olson; Freeman and Long,Alyssaville,$954.27
Patricia Fowler,Wheeler PLC,Abigailtown,$753.11
Stephanie Henry,Rocha-Atkinson,Juliemouth,$448.71
Susan Cook,Williams; Cole and Pope,Candaceside,$168.44
Emma Diaz,Andersen LLC,Mooreburgh,$835.18
Deanna Simpson,Diaz; Ellison and Fisher,Andreabury,$442.63
Todd Hopkins,Hunter Group,Port Joyce,$515.60
Sonia Cook,Holder Ltd,Michaeltown,$1373.85
James Marshall,Larsen and Sons,Ericmouth,$881.09
Robert Gonzales,Jenkins Ltd,Floydmouth,$897.82
Christopher Rios,Chapman; Mcfarland and Mejia,Lake Meredith,$779.02
Kathryn Osborne DDS,Miller; Rios and Gonzales,Patrickfort,$8.77
Paul Norris,Levine Inc,Lindseyview,$2729.09
Beth Pugh,Douglas-Payne,Lestad,$1135.64
Christian Bender,Miller-Lyons,Williamfurt,$961.14
Audrey Hubbard MD,Jones; Lewis and Jones,Port Bradley,$1213.92
Roy Cole,Clements-Camacho,Navarromouth,$317.46
Wanda Bishop,Moore-Mitchell,Justinfurt,$247.12
Kimberly Lin,Davis Inc,Nicolefort,$2687.17
Christopher Stewart,Lindsey; Smith and Jensen,South Deborah,$338.47
Troy Dickerson,Tucker; Weiss and Cantrell,Michaelburgh,$444.07
Thomas Brown,Murphy; Bruce and Smith,North Kayla,$2692.85
Stephanie Manning,Burke-Smith,Leonfort,$150.10
Lisa Cox,White and Sons,Melissahaven,$7224.62
Kimberly Wright,Liu-Taylor,East Codyfurt,$460.12
Brent Murray,Tyler PLC,Williamsmouth,$929.39
Wendy Hendricks,Sullivan-Brady,East Dawn,$155.10
Jorge Daniel,Chaney Inc,East Tiffanyside,$4064.00
Toni Henry,Roth; Coleman and Castro,Cooperburgh,$938.40
Marcus Campbell,Wilson Ltd,Lake Tylermouth,$827.09
Crystal Cruz,Moore-Washington,Lake Nicholasstad,$37.05
Cameron Dalton,Farrell; Watts and Allison,Sarahchester,$270.16
Michael Williams,Little; Lang and Owens,South Ryanhaven,$1716.57
Richard White,Washington; Whitaker and Jackson,North Karenton,$1245.16
Maria Huff,Williams and Sons,Lanemouth,$1116.35
Judy Landry,Moore and Sons,Lake Jeremy,$1436.95
Leslie Montgomery,Long LLC,Amystad,$614.14
Timothy Fox,Butler PLC,Murrayland,$873.17
Sierra Mccoy,Coleman-Gutierrez,Holmeston,$3270105.57
Daniel Jones,Jackson-Ryan,Port Kellyhaven,$947.13
Vanessa Pittman,Curtis; Chen and Adams,Davisfurt,$759.37
Michael Chen,Oliver; Williams and Ramirez,North Amanda,$591.32
Brian Savage,Ballard-Price,New Anthonybury,$1128.68
Matthew Eaton,Hancock-Allen,Vincentfurt,$886.26
Madeline Davis,Grant; Martinez and Cook,South Johnside,$1509.50
Steve Lindsey,Marsh Group,New Amy,$55345.97
Mary Williams,Barrett Inc,Brownbury,$1401.59
Mikayla Collins,Wilson; Richardson and Sandoval,Port Dana,$236.87
Terri Hunter,Hammond-Cox,Joelville,$1789.80
Shari Parker,Myers-Henson,East Lisa,$590.88
Keith Hubbard,Woods Inc,South Sheilafurt,$57850.69
Drew Johnson,Glover; Gilmore and Farrell,Molinafort,$1135.65
Tammy Williams,Goodwin and Sons,Lake Christopherville,$7092.00
Joel Medina,Phelps Ltd,Greenechester,$663.59
Christopher Mosley,Willis; Reed and Chandler,Bradleyview,$847.83
Cristina Keith,Davis; Price and Jones,Sanchezstad,$17.64
Christopher White,Johnson Inc,Victorville,$1430.19
Susan Williams,Johnson LLC,South Michellechester,$970.02
Kirsten Thompson,Davis; Kaiser and Escobar,Georgeberg,$272.69
James Tanner,Dixon; Murray and Richards,Lake James,$361.41
Joshua Wagner,White; Poole and Weiss,Linstad,$975.92
Paul Crawford DVM,Brooks; Davis and Lawson,Smithfort,$11545.03
Brandi Spencer,Thomas PLC,Lake Edwardville,$1219.77
Ronnie Patterson,Carter-Daniel,South Williamstad,$946.98
Robert Buck,Carson Inc,Jillburgh,$350.87
Dana Young,Woods; Dunn and Thompson,East Amy,$959.08
Mario Peck,Wood Inc,Kirbyville,$719.64
Sue Orozco,Parker-Blackwell,North Tracyton,$803.26
Maria Bowman,Franklin-Padilla,Pottsland,$772.66
Vincent White,Moore Inc,Richardton,$718.30
Katherine Fernandez,Murphy LLC,Fergusonview,$504.35
Denise Hensley,Brown; Buchanan and Williams,North Candicetown,$1561.65
Michael Owen,Ross Inc,New Michelle,$78487.24
Felicia Chavez,Spencer Group,Smithmouth,$393.59
Peggy Irwin,Walker; Young and Choi,Port Brandonfort,$57.28
Sarah Long,Martinez; Johnson and Ramirez,West Danielburgh,$2891.57
Joseph Miller,Phillips-Acosta,Murilloport,$60.87
Douglas Wells,Buchanan Group,South Jamesville,$490.53
Edward Lozano,Kane-Rich,Klineshire,$217.50
Gloria Williams,Reynolds; Romero and Perez,Delgadofurt,$760.61
Susan Porter,Case-Watkins,South Kristenburgh,$628.51
Noah Vance,Coleman Inc,South Annatown,$36.38
Sonya Parsons,Frost Inc,Alyssaborough,$1162.49
Kenneth Barr,Martin-Martin,New Angela,$755.10
Brian Marshall,Black Inc,Brownport,$42.66
Brandon Morris,Butler-Rhodes,Garcialand,$2021.96
Mackenzie Franco,Curry; Stokes and Wilkinson,Lake Erica,$511.43
Samantha Hudson,Watson LLC,Danamouth,$703.80
Adrienne Ochoa,Hensley Ltd,Port Janice,$297.02
Jennifer White,Chung PLC,Lake Brittany,$586.15
Amanda Perez,Page-Edwards,Carrollburgh,$650.46
John Walker,Perez; Lopez and Smith,Martinezshire,$156.74
Cameron Mack,Ellis Ltd,East Debra,$1640.97
John Luna,Allen LLC,Williambury,$91.69
Brian Smith,Sullivan; Wallace and Duke,Stewartton,$493.97
Nicole Wilson,Williams and Sons,North Johnburgh,$522.82
Joe Smith,Price; Jackson and Martinez,Amandaton,$438.64
Jessica Zimmerman,Martinez-Harris,West Megan,$251.47
Alicia Anderson,Whitaker; Ellis and Allen,Jacksonville,$288.30
John Parker,Brown-Richardson,New Allison,$1364.72
Nicole Kline,Lloyd; Henderson and Davidson,Lake Kylie,$124.30
Lisa Wilson,Fox-Hudson,Port Paul,$185.84
Megan Short,Miller; Berg and Arias,Smithview,$74480.32
Latoya Delgado,Powers Group,Brandonchester,$1215.85
Corey Hickman,Carpenter; Hartman and Leonard,Fosterfurt,$56.56
Joy Wilson,Carlson; Harris and Bell,Hermanland,$1199.54
Francisco Sandoval,Turner; Avila and Mclaughlin,North Emily,$506.41
Daniel Stevens,Collins-Massey,East Ericmouth,$805.42
Claire Robertson,Spence LLC,East Amanda,$7995362.56
Daniel Lawrence,Carr-Ballard,West Douglaston,$1638.15
Justin Herrera,Hernandez Inc,South Donnaport,$972.43
Joshua Schaefer,Newton and Sons,Joseborough,$736.52
Cheryl Snyder,Bender; Jones and Brown,Justinview,$4566.81
Suzanne Lopez DDS,Brady; Horn and Hudson,Nicholasburgh,$982.59
Raymond Brown,Lewis and Sons,Hartton,$663.54
Joshua Larson,Lee Group,Darrenport,$567.73
William Serrano,Johnson Inc,West Nicole,$1081.75
Christopher Hester,Manning; Bradley and Johnson,Haletown,$9117.07
Christopher Howell,White-Peterson,South Jessica,$917.83
Devin Coleman,Hartman-Roberts,East Maria,$2501.88
Abigail Olsen,Russo-Powell,East Jasontown,$4950.95
Steven Stout,Robinson-Browning,Michaelberg,$1827.69
Mary Diaz,Mckenzie Ltd,Longfort,$61.12
Kim Morgan,Mora; Hernandez and Ramsey,Melaniefort,$20.79
Jennifer Harrison,Ferrell LLC,New Maryshire,$28470.38
Mariah White,Harrison-Long,New Alison,$766.50
Yvonne Jimenez,Griffin LLC,Peterburgh,$1498.12
Oscar Wyatt,Owens; Stevenson and Snyder,Jacobview,$5946.06
Tyler Brown,Mcdonald-Fisher,Port Oscartown,$8154002.62
Daniel Ortiz,Howell PLC,South Bradleytown,$1713.51
Katherine Banks,Rasmussen; Sanders and Munoz,Kingfurt,$1178.84
Kenneth Miller,Wagner Group,Gregoryberg,$761.56
Elizabeth Hess,Jones-Rodriguez,Albertview,$195.88
Tracy Bray,Morrow; Larson and Nicholson,Whitneyport,$858.44
Jessica Flores,Mason Ltd,Bellport,$957.52
Erin Combs,Rowe; Lopez and Reed,Jasmineside,$1506.30
Tara Phillips,Daniel; Thomas and Watson,Hernandezfurt,$27.97
Victor Mills,Soto Ltd,East Jonathanport,$363.59
Julia Moore,Friedman PLC,Lake Josephton,$924.71
Michael Anthony,Carr-Conway,New Rachaelshire,$656.45
Victoria Turner,Weber-Garza,East Joseph,$140.18
Christopher Lee,Lee Ltd,Guerreroborough,$1934.92
Kaitlin Mosley,Brown and Sons,East Tammy,$267.97
Melissa Berger,Smith-Waters,South Marissaland,$649.37
Kelly Gomez,Mason Ltd,West Jason,$976.19
Kevin Powell,Munoz-Marks,Port Zachary,$633.00
Victoria Bond,King-Moran,Maynardbury,$937.61
Robert Thomas,Hernandez LLC,Haydenberg,$771.04
Kelly Johnson,Jackson Group,New Larry,$859.79
Margaret Lara,Whitehead; Garza and Summers,Smithside,$1220.40
Mark Allen,Williams Inc,South Richardburgh,$80017.38
Vincent Lewis,Campbell-Bennett,East Kristen,$882.12
Craig Neal,Gomez; Burton and Bryant,Port Richardhaven,$304.14
Rebecca Vasquez,Kelley; Stanton and Kelly,Michaelhaven,$974.35
David Campbell,Sandoval-Taylor,Port Richard,$1006.63
Luke Bean,Hubbard Group,New Cherylborough,$793.00
Dave Mcbride,Reyes; Stephens and Johnson,Paultown,$1086.32
Eric Jones,Johnson-Brewer,North Mark,$839.14
Brian Brooks,Bryan; Peterson and Meyers,Kathleenbury,$655.22
Tyler Russo,Harris Ltd,Lake Jackberg,$895.04
Logan Mckinney,Johnston; Martinez and Hill,Aliciamouth,$934.68
Larry Martinez,Williams; Johnson and Freeman,North Brianport,$384.71
Stephanie Mason,Wallace Ltd,Paceborough,$767.43
Diana Wood,Page Inc,Wallerstad,$1908.72
Vanessa Jones,Flowers Ltd,Maldonadoville,$1528.83
Cassandra Ward,Carter-Villa,Jeffreyfurt,$1922.11
Margaret Moore,Owens LLC,North James,$1289.05
David Holland DDS,Chapman; Graham and Contreras,West Gregory,$854.12
Kaitlin Martin,Vaughan Inc,Lake Kimberlyshire,$154.40
Mark Burgess,Flynn; Hawkins and Frazier,Lake Cynthia,$568.73
Sarah Green,Parker; Garcia and Berry,Port Keithview,$1223.12
Courtney Morrow,Dunlap; Oconnell and Juarez,East Kendra,$477.16
Mary Scott,Young; Cook and Miranda,Scotthaven,$77222.71
William Brown,Vang-Owen,Padillashire,$1014.49
David Burgess,Howard Group,Valerieberg,$333.42
Faith Wright,Marsh; Nelson and Wilson,Meganview,$2188.94
Russell Rubio,Barnes-English,Martinezmouth,$575.00
Brian Shaw,Chandler LLC,Shannonbury,$13954.31
Patrick Green,Rivera and Sons,Lake William,$295.57
Dawn Guzman,Cooper; Lawrence and Davis,Justinmouth,$1828.95
Robert Wright,Villanueva Inc,Williamsstad,$764.60
Daniel Russell,Thomas Group,East Darrellton,$3715782.45
Angela Adams,Caldwell-Palmer,Smithside,$62.99
Jennifer Livingston,Lawrence-Murillo,East Tamarachester,$1409.15
David Gutierrez,Adams; Kirby and Smith,Port John,$1035.31
Brianna Bowen,Smith-Bailey,Albertmouth,$45.83
Jennifer Avila,Hickman LLC,South Joychester,$810.18
Travis Mayo,Jones and Sons,East Kevin,$958.44
Drew Costa,Knight-Torres,New Stevenfort,$8298.67
Michael Perez,Torres-Barrera,Timothyside,$484.78
Richard Jones,Mitchell; Brady and Glenn,Alexisfurt,$318.58
Brandy Jimenez,Lewis LLC,South Gwendolyn,$6074385.04
Peter Cox MD,Young; Macias and Smith,Morenochester,$314.11
Joshua Paul,Andrews; Snyder and Martinez,Jamieburgh,$187.22
Zachary Walls,Rodriguez-Williams,Bridgesside,$130.11
Travis Horn,Smith; Pollard and Pham,Davisstad,$821.94
Amy Johns,Marsh; Acosta and Ramirez,Keithfurt,$413.68
Bradley Wilkins,Yu; Kelly and Smith,Mcdonaldmouth,$19.04
Troy Franklin,Lewis Inc,Port Amyville,$815.17
Neil Jones,Conway LLC,Marshallside,$993.99
Susan Barker,Perez; Knight and Smith,Adamsborough,$850.72
Matthew Boone,Pittman Inc,Fullerville,$160.18
Joseph Morris,Massey and Sons,East Travishaven,$93496.07
Julie Martinez,Martin; Carson and Butler,Smithshire,$1119.72
David Gordon,Dougherty Group,Robinhaven,$949.30
Grace Rose,Watkins; Gomez and Estes,Contrerasfort,$527.78
Amanda Morales,Thornton Ltd,East Jessicahaven,$8221.33
Christy Perez,Blevins-Hancock,South Emily,$3109.15
Brenda Wheeler,Hull-Skinner,Delgadofort,$307.77
Kimberly Thomas,Padilla-Romero,Jimenezfort,$320.15
Savannah Jones,Pierce-Williams,East Kennethstad,$580.95
Jeremy Barnes,Williams; Williams and Preston,West Bruce,$764.31
Steven Kim,Juarez; Stone and Greene,South Samanthahaven,$50677.72
Patrick Gonzalez,Becker Group,South Stacyland,$1037137.23
Candice Thomas,Bennett; Myers and Page,Hullside,$2281.84
Jacqueline Jordan,Lopez; Lee and Hernandez,South Kennethport,$7215.11
Susan Smith,Ware-Ferrell,Bateshaven,$105.59
Rachel Dixon,Johnston; Campbell and Lee,Santiagoside,$344.82
Donna Davis,Morris; Hammond and Washington,Brendaville,$680.51
Gabriel Davis,Clarke-Hurley,Lisafort,$503.93
Elizabeth Jones,Jacobs; Martinez and Smith,Angelabury,$166.10
Robert Lyons,Durham Inc,Keybury,$2037441.65
Kenneth Martinez,Garcia and Sons,South Nicholasfort,$993.21
Katie Green,Baker-Alvarado,South Tamara,$1382.27
Andrew Huynh,Walsh; Hoffman and Brooks,Willisstad,$61.06
Christopher Wood,Lopez LLC,Annestad,$64.35
Katherine Sandoval,Jenkins-Mejia,Josehaven,$59.22
Anthony Thomas,Brown PLC,Erikland,$487.85
Angel Lee,Beard-Bailey,Smithchester,$635.10
Rachel Murray,Dominguez and Sons,Genebury,$955.80
Susan Becker,Brown-Brown,South Laura,$1865.08
Hannah Conley,Vargas; Russell and Bailey,East Susan,$439.62
Megan Cherry,Pierce-Green,New Tiffanymouth,$851.98
Patrick Blackwell,Miller-Cummings,South Erictown,$984.64
Betty Gross,Evans LLC,North Nancy,$1205.30
Phillip Huynh,Branch; Barker and Hartman,East Brendachester,$6361.75
Roger Vargas,Lewis-Rodriguez,Franklinberg,$262.94
Paula Fowler,Howard-Faulkner,North Joshua,$3008.55
April Leonard,Mason; Snyder and Brown,Christianchester,$1969.90
Chad Bell,Wang; Mccormick and Chavez,East Thomas,$1146.19
Valerie Brown,Waters-Davis,New Williamhaven,$1682.43
Patricia Faulkner,Alexander-Edwards,Williamsland,$5079455.92
Diamond Bryant,Lang Ltd,Smithshire,$1298.09
Jesse Shaw,Johnson; Allen and Carson,Staffordton,$712.44
Debra Baldwin,Robinson and Sons,North Carmen,$1124.00
Susan Clark,Hampton Group,East Diamondside,$2422.17
Katie Miller,James-Mcgee,East Heather,$1482.83
Bonnie Welch,Perry-Lester,Millerville,$320.10
Jesse Jones,Edwards-Lee,Vanessamouth,$803.07
Michael Chan,Lewis-Fletcher,South Lauren,$520.43
Jessica Skinner,Vazquez-Ferguson,East Donna,$1180.61
Elizabeth Pennington,Vazquez Ltd,Anthonyside,$1055.31
Troy Wagner,Hess-Cardenas,South Patricia,$191.46
Mr. Shaun Mullins,Edwards-Lewis,Port Daniel,$731.65
Anna Johnson,Lewis LLC,Johnsontown,$51.03
Douglas Jenkins,Taylor PLC,Lake Courtneyland,$384.13
Anthony Ford,Yates-Chen,East Diane,$2957.75
Matthew Medina,Martin LLC,Julieton,$210.29
Selena Sullivan,Cortez; Branch and Obrien,Jennatown,$423.41
Kevin Martin,Vega-Flores,West Brandon,$646.85
Christopher Johnson,Nelson Ltd,New Hannah,$266.07
Gabriella Houston,Jones-Jones,Lake Suzanneland,$906.04
William Robinson,Mason; Smith and Taylor,Tracychester,$196.32
Melissa Duran,English; Walton and Hamilton,Port Timothy,$1467.77
Hector Carter,Murphy-Wilson,Stevenland,$1589.72
Tristan Garcia,Palmer; Lewis and Kaufman,Muellerville,$666.78
Laura Collier,Massey Ltd,North Davidside,$123.55
Caroline Mcguire DDS,Williams; Martin and Jones,South Tiffanyhaven,$565.56
Curtis Allen,Simon; Gomez and Holmes,West Michelle,$768.56
Jacob Roberts,Nichols Group,Michaeltown,$1892.89
Danielle Coleman,Long and Sons,New Lisaland,$422.73
Meredith Cook,Taylor; Lee and Vargas,South Clinton,$53.77
Karen Hart,Fox-Campos,Kaylaport,$1290.47
Douglas Carr,Booth PLC,East Douglasberg,$795.95
Tina Johns,Kirk-Evans,North Annestad,$97.22
Barbara Murray,Lee; Santiago and Tyler,Richardstad,$320.02
Elizabeth Huerta,Dunn; Valencia and Santos,Emilyshire,$9058.52
Scott Diaz,Werner-Nash,Caseyton,$248.88
Crystal Spencer,Wells LLC,East Caitlinburgh,$881.51
James Wang,Watkins; Scott and Rodgers,Lake Robertaton,$495.60
Mr. Robert Arnold Jr.,Mcdonald; Cruz and Ford,Changchester,$118.38
Brian Gomez,Brooks-Jarvis,Stacyville,$445.63
Karen Donovan,Hoover-Reese,South Lance,$234.50
John Jackson,Andrews-Glenn,South David,$430.72
Marcus Martinez,Butler Inc,West Melissafurt,$243.39
David Ortega,Hahn; Lowery and Clark,North Joshuamouth,$804.52
Christopher Jackson,Washington-Humphrey,Shawnville,$797.31
Danielle Trujillo,Smith-Adams,East Jayborough,$9792822.75
Omar Santiago,Gonzalez Group,Dylanberg,$1796.70
Tina Moran,Taylor Group,North Jessicaburgh,$9470088.98
Kathleen Allen,Smith-Cook,East Robert,$5140665.99
Tonya Lee,Kim-Nguyen,North Kathleenborough,$1483.15
Barbara Thomas,Simmons; Henderson and Barrett,Lewisstad,$518.00
Nathan Gibbs,Smith; Salazar and Wilson,Greenburgh,$9715.28
Justin Robertson,Mason; Hall and Young,Johnland,$578.91
Nicole Cobb,Owen; Graham and Moore,Port Sethmouth,$63.06
